run_id,timestamp,db_host,tenant,database,workload,operation,elapsed_ms,qps_or_tps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_count,rows_inserted,rows_read,rows_updated,notes
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,123.784,,,,,,0,0,1,0,step=77
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,122.721,,,,,,0,0,1,0,step=78
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,114.045,,,,,,0,0,1,0,step=79
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,154.485,,,,,,0,0,1,0,step=80
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,107.352,,,,,,0,0,1,0,step=81
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,114.155,,,,,,0,0,1,0,step=82
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,137.284,,,,,,0,0,1,0,step=83
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,124.832,,,,,,0,0,1,0,step=84
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,119.06,,,,,,0,0,1,0,step=85
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,117.165,,,,,,0,0,1,0,step=86
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,118.809,,,,,,0,0,1,0,step=87
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,120.379,,,,,,0,0,1,0,step=88
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,121.849,,,,,,0,0,1,0,step=89
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,point_select,117.685,,,,,,0,0,1,0,step=90
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,126.101,,,,,,0,0,50,0,step=91
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,139.979,,,,,,0,0,50,0,step=92
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,136.193,,,,,,0,0,50,0,step=93
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,116.244,,,,,,0,0,50,0,step=94
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,163.736,,,,,,0,0,50,0,step=95
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,126.21,,,,,,0,0,50,0,step=96
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,124.041,,,,,,0,0,50,0,step=97
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,136.506,,,,,,0,0,50,0,step=98
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,129.836,,,,,,0,0,50,0,step=99
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,124.318,,,,,,0,0,50,0,step=100
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,148.847,,,,,,0,0,50,0,step=101
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,138.119,,,,,,0,0,50,0,step=102
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,122.434,,,,,,0,0,50,0,step=103
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,134.783,,,,,,0,0,50,0,step=104
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,133.215,,,,,,0,0,50,0,step=105
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,136.773,,,,,,0,0,50,0,step=106
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,134.187,,,,,,0,0,50,0,step=107
