experiment_id,parameter_name,category,workload_type,current_value,default_value,value_range,action_type,min_value,max_value,step,enum_values,raw_keyword_score,normalized_keyword_score,category_prior,workload_prior,safety_score,dynamic_effective,tenant_scope,range_known,doc_hint_available,baseline_throughput,baseline_avg_latency_ms,baseline_p95_latency_ms,baseline_p99_latency_ms,impact_score,risk_level,can_modify,evidence,interpretation
real_week4_offline,log_disk_throttling_maximum_duration,磁盘IO,lightweight_sql,2h,2h,UNKNOWN,numeric,1.0,3.0,1.0,,15.0,1.0,0.9,0.58,1.0,1,0,0,1,7.17,139.228,178.12,239.711,0.8544,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_throttling_maximum_duration,磁盘IO,TPC-C,2h,2h,UNKNOWN,numeric,1.0,3.0,1.0,,15.0,1.0,0.9,0.9,1.0,1,0,0,1,1.826,312.3,716.0,726.0,0.912,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_throttling_maximum_duration,磁盘IO,TPC-H,2h,2h,UNKNOWN,numeric,1.0,3.0,1.0,,15.0,1.0,0.9,0.7,1.0,1,0,0,1,6.5269,153.213,192.592,285.852,0.876,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_utilization_limit_threshold,磁盘IO,lightweight_sql,95,95,"[80, 100]",numeric,80.0,100.0,5.0,,15.0,1.0,0.9,0.58,1.0,1,0,1,0,7.17,139.228,178.12,239.711,0.8744,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_utilization_limit_threshold,磁盘IO,TPC-C,95,95,"[80, 100]",numeric,80.0,100.0,5.0,,15.0,1.0,0.9,0.9,1.0,1,0,1,0,1.826,312.3,716.0,726.0,0.932,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_utilization_limit_threshold,磁盘IO,TPC-H,95,95,"[80, 100]",numeric,80.0,100.0,5.0,,15.0,1.0,0.9,0.7,1.0,1,0,1,0,6.5269,153.213,192.592,285.852,0.896,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_utilization_threshold,磁盘IO,lightweight_sql,80,80,"[10, 100)",numeric,10.0,100.0,22.5,,15.0,1.0,0.9,0.58,1.0,1,0,1,0,7.17,139.228,178.12,239.711,0.8744,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_utilization_threshold,磁盘IO,TPC-C,80,80,"[10, 100)",numeric,10.0,100.0,22.5,,15.0,1.0,0.9,0.9,1.0,1,0,1,0,1.826,312.3,716.0,726.0,0.932,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_utilization_threshold,磁盘IO,TPC-H,80,80,"[10, 100)",numeric,10.0,100.0,22.5,,15.0,1.0,0.9,0.7,1.0,1,0,1,0,6.5269,153.213,192.592,285.852,0.896,LOW,YES,"命中关键词: io, disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,enable_clog_encryption,磁盘IO,lightweight_sql,False,False,UNKNOWN,bool,0.0,1.0,1.0,True|False,13.0,0.866667,0.9,0.58,1.0,1,0,0,0,7.17,139.228,178.12,239.711,0.779067,LOW,YES,"命中关键词: io, log, clog",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,enable_clog_encryption,磁盘IO,TPC-C,False,False,UNKNOWN,bool,0.0,1.0,1.0,True|False,13.0,0.866667,0.9,0.9,1.0,1,0,0,0,1.826,312.3,716.0,726.0,0.836667,LOW,YES,"命中关键词: io, log, clog",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,enable_clog_encryption,磁盘IO,TPC-H,False,False,UNKNOWN,bool,0.0,1.0,1.0,True|False,13.0,0.866667,0.9,0.7,1.0,1,0,0,0,6.5269,153.213,192.592,285.852,0.800667,LOW,YES,"命中关键词: io, log, clog",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,__min_full_resource_pool_memory,内存管理,lightweight_sql,2147483648,5368709120,UNKNOWN,numeric,1073741824.0,3221225472.0,536870912.0,,13.0,0.866667,0.84,0.6,0.4464,1,0,0,1,7.17,139.228,178.12,239.711,0.734235,MEDIUM,UNKNOWN,"命中关键词: memory, mem, resource",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,__min_full_resource_pool_memory,内存管理,TPC-C,2147483648,5368709120,UNKNOWN,numeric,1073741824.0,3221225472.0,536870912.0,,13.0,0.866667,0.84,0.76,0.4464,1,0,0,1,1.826,312.3,716.0,726.0,0.763035,MEDIUM,UNKNOWN,"命中关键词: memory, mem, resource",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,__min_full_resource_pool_memory,内存管理,TPC-H,2147483648,5368709120,UNKNOWN,numeric,1073741824.0,3221225472.0,536870912.0,,13.0,0.866667,0.84,0.88,0.4464,1,0,0,1,6.5269,153.213,192.592,285.852,0.784635,MEDIUM,UNKNOWN,"命中关键词: memory, mem, resource",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,clog_io_isolation_mode,磁盘IO,lightweight_sql,1,1,"1 - Non-isolation mode (disable I/O isolation), 2 - Full isolation mode (enable I/O isolation)",enum,1.0,2.0,1.0,1|2,13.0,0.866667,0.9,0.58,0.4464,1,0,1,0,7.17,139.228,178.12,239.711,0.762635,MEDIUM,UNKNOWN,"命中关键词: io, log, clog",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,clog_io_isolation_mode,磁盘IO,TPC-C,1,1,"1 - Non-isolation mode (disable I/O isolation), 2 - Full isolation mode (enable I/O isolation)",enum,1.0,2.0,1.0,1|2,13.0,0.866667,0.9,0.9,0.4464,1,0,1,0,1.826,312.3,716.0,726.0,0.820235,MEDIUM,UNKNOWN,"命中关键词: io, log, clog",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,clog_io_isolation_mode,磁盘IO,TPC-H,1,1,"1 - Non-isolation mode (disable I/O isolation), 2 - Full isolation mode (enable I/O isolation)",enum,1.0,2.0,1.0,1|2,13.0,0.866667,0.9,0.7,0.4464,1,0,1,0,6.5269,153.213,192.592,285.852,0.784235,MEDIUM,UNKNOWN,"命中关键词: io, log, clog",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,memory_chunk_cache_size,内存管理,lightweight_sql,0M,0M,"[0M,], 0 stands for adaptive",numeric,0.0,1.0,1.0,,13.0,0.866667,0.84,0.6,0.4464,1,0,1,0,7.17,139.228,178.12,239.711,0.754235,MEDIUM,UNKNOWN,"命中关键词: memory, mem, cache",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_chunk_cache_size,内存管理,TPC-C,0M,0M,"[0M,], 0 stands for adaptive",numeric,0.0,1.0,1.0,,13.0,0.866667,0.84,0.76,0.4464,1,0,1,0,1.826,312.3,716.0,726.0,0.783035,MEDIUM,UNKNOWN,"命中关键词: memory, mem, cache",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_chunk_cache_size,内存管理,TPC-H,0M,0M,"[0M,], 0 stands for adaptive",numeric,0.0,1.0,1.0,,13.0,0.866667,0.84,0.88,0.4464,1,0,1,0,6.5269,153.213,192.592,285.852,0.804635,MEDIUM,UNKNOWN,"命中关键词: memory, mem, cache",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,syslog_io_bandwidth_limit,磁盘IO,lightweight_sql,30MB,30MB,UNKNOWN,numeric,15.0,45.0,7.5,,13.0,0.866667,0.9,0.58,0.4464,1,0,0,1,7.17,139.228,178.12,239.711,0.742635,MEDIUM,UNKNOWN,"命中关键词: io, log, bandwidth",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,syslog_io_bandwidth_limit,磁盘IO,TPC-C,30MB,30MB,UNKNOWN,numeric,15.0,45.0,7.5,,13.0,0.866667,0.9,0.9,0.4464,1,0,0,1,1.826,312.3,716.0,726.0,0.800235,MEDIUM,UNKNOWN,"命中关键词: io, log, bandwidth",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,syslog_io_bandwidth_limit,磁盘IO,TPC-H,30MB,30MB,UNKNOWN,numeric,15.0,45.0,7.5,,13.0,0.866667,0.9,0.7,0.4464,1,0,0,1,6.5269,153.213,192.592,285.852,0.764235,MEDIUM,UNKNOWN,"命中关键词: io, log, bandwidth",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,ob_vector_memory_limit_percentage,内存管理,lightweight_sql,0,0,"[0, 100)",numeric,0.0,100.0,25.0,,12.0,0.8,0.84,0.6,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.706272,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant, resource",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,ob_vector_memory_limit_percentage,内存管理,TPC-C,0,0,"[0, 100)",numeric,0.0,100.0,25.0,,12.0,0.8,0.84,0.76,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.735072,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant, resource",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,ob_vector_memory_limit_percentage,内存管理,TPC-H,0,0,"[0, 100)",numeric,0.0,100.0,25.0,,12.0,0.8,0.84,0.88,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.756672,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant, resource",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,log_disk_size,磁盘IO,lightweight_sql,5G,0M,"[0, +∞)",numeric,0.0,1.0,1.0,,11.0,0.733333,0.9,0.58,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.692005,HIGH,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_size,磁盘IO,TPC-C,5G,0M,"[0, +∞)",numeric,0.0,1.0,1.0,,11.0,0.733333,0.9,0.9,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.749605,HIGH,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_size,磁盘IO,TPC-H,5G,0M,"[0, +∞)",numeric,0.0,1.0,1.0,,11.0,0.733333,0.9,0.7,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.713605,HIGH,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_throttling_percentage,磁盘IO,lightweight_sql,60,60,UNKNOWN,numeric,30.0,90.0,15.0,,11.0,0.733333,0.9,0.58,1.0,1,0,0,1,7.17,139.228,178.12,239.711,0.763733,LOW,YES,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_throttling_percentage,磁盘IO,TPC-C,60,60,UNKNOWN,numeric,30.0,90.0,15.0,,11.0,0.733333,0.9,0.9,1.0,1,0,0,1,1.826,312.3,716.0,726.0,0.821333,LOW,YES,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_throttling_percentage,磁盘IO,TPC-H,60,60,UNKNOWN,numeric,30.0,90.0,15.0,,11.0,0.733333,0.9,0.7,1.0,1,0,0,1,6.5269,153.213,192.592,285.852,0.785333,LOW,YES,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,standby_db_preferred_upstream_log_region,磁盘IO,lightweight_sql,,UNKNOWN,UNKNOWN,numeric,0.0,100.0,25.0,,11.0,0.733333,0.9,0.58,1.0,1,0,0,1,7.17,139.228,178.12,239.711,0.763733,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,standby_db_preferred_upstream_log_region,磁盘IO,TPC-C,,UNKNOWN,UNKNOWN,numeric,0.0,100.0,25.0,,11.0,0.733333,0.9,0.9,1.0,1,0,0,1,1.826,312.3,716.0,726.0,0.821333,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,standby_db_preferred_upstream_log_region,磁盘IO,TPC-H,,UNKNOWN,UNKNOWN,numeric,0.0,100.0,25.0,,11.0,0.733333,0.9,0.7,1.0,1,0,0,1,6.5269,153.213,192.592,285.852,0.785333,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,vector_index_memory_saving_mode,内存管理,lightweight_sql,True,True,UNKNOWN,bool,0.0,1.0,1.0,True|False,11.0,0.733333,0.84,0.6,1.0,1,0,0,1,7.17,139.228,178.12,239.711,0.755333,LOW,YES,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,vector_index_memory_saving_mode,内存管理,TPC-C,True,True,UNKNOWN,bool,0.0,1.0,1.0,True|False,11.0,0.733333,0.84,0.76,1.0,1,0,0,1,1.826,312.3,716.0,726.0,0.784133,LOW,YES,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,vector_index_memory_saving_mode,内存管理,TPC-H,True,True,UNKNOWN,bool,0.0,1.0,1.0,True|False,11.0,0.733333,0.84,0.88,1.0,1,0,0,1,6.5269,153.213,192.592,285.852,0.805733,LOW,YES,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,log_disk_percentage,磁盘IO,lightweight_sql,0,0,"[0,99] in integer",numeric,0.0,99.0,24.75,,11.0,0.733333,0.9,0.58,0.4464,1,0,1,0,7.17,139.228,178.12,239.711,0.717301,MEDIUM,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_percentage,磁盘IO,TPC-C,0,0,"[0,99] in integer",numeric,0.0,99.0,24.75,,11.0,0.733333,0.9,0.9,0.4464,1,0,1,0,1.826,312.3,716.0,726.0,0.774901,MEDIUM,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,log_disk_percentage,磁盘IO,TPC-H,0,0,"[0,99] in integer",numeric,0.0,99.0,24.75,,11.0,0.733333,0.9,0.7,0.4464,1,0,1,0,6.5269,153.213,192.592,285.852,0.738901,MEDIUM,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,query_memory_limit_percentage,内存管理,lightweight_sql,50,50,"[0,100]",numeric,0.0,100.0,25.0,,10.0,0.666667,0.84,0.6,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.660939,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,query_memory_limit_percentage,内存管理,TPC-C,50,50,"[0,100]",numeric,0.0,100.0,25.0,,10.0,0.666667,0.84,0.76,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.689739,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,query_memory_limit_percentage,内存管理,TPC-H,50,50,"[0,100]",numeric,0.0,100.0,25.0,,10.0,0.666667,0.84,0.88,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.711339,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,rpc_memory_limit_percentage,内存管理,lightweight_sql,0,0,UNKNOWN,numeric,0.0,100.0,25.0,,10.0,0.666667,0.84,0.6,0.2356,1,0,0,1,7.17,139.228,178.12,239.711,0.640939,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,rpc_memory_limit_percentage,内存管理,TPC-C,0,0,UNKNOWN,numeric,0.0,100.0,25.0,,10.0,0.666667,0.84,0.76,0.2356,1,0,0,1,1.826,312.3,716.0,726.0,0.669739,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,rpc_memory_limit_percentage,内存管理,TPC-H,0,0,UNKNOWN,numeric,0.0,100.0,25.0,,10.0,0.666667,0.84,0.88,0.2356,1,0,0,1,6.5269,153.213,192.592,285.852,0.691339,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,system_memory,内存管理,lightweight_sql,1G,0M,"[0M,)",numeric,0.0,1.0,1.0,,10.0,0.666667,0.84,0.6,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.660939,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,system_memory,内存管理,TPC-C,1G,0M,"[0M,)",numeric,0.0,1.0,1.0,,10.0,0.666667,0.84,0.76,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.689739,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,system_memory,内存管理,TPC-H,1G,0M,"[0M,)",numeric,0.0,1.0,1.0,,10.0,0.666667,0.84,0.88,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.711339,HIGH,UNKNOWN,"命中关键词: memory, mem, tenant",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,io_scheduler_thread_count,CPU调度,lightweight_sql,4,4,"[1, 16] in integer",numeric,1.0,16.0,3.75,,9.0,0.6,0.88,0.66,0.2356,0,0,1,0,7.17,139.228,178.12,239.711,0.577072,HIGH,UNKNOWN,"命中关键词: thread, concurrency, scheduler",并发调度和后台线程会影响事务排队与大查询执行资源。
real_week4_offline,io_scheduler_thread_count,CPU调度,TPC-C,4,4,"[1, 16] in integer",numeric,1.0,16.0,3.75,,9.0,0.6,0.88,0.82,0.2356,0,0,1,0,1.826,312.3,716.0,726.0,0.605872,HIGH,UNKNOWN,"命中关键词: thread, concurrency, scheduler",并发调度和后台线程会影响事务排队与大查询执行资源。
real_week4_offline,io_scheduler_thread_count,CPU调度,TPC-H,4,4,"[1, 16] in integer",numeric,1.0,16.0,3.75,,9.0,0.6,0.88,0.78,0.2356,0,0,1,0,6.5269,153.213,192.592,285.852,0.598672,HIGH,UNKNOWN,"命中关键词: thread, concurrency, scheduler",并发调度和后台线程会影响事务排队与大查询执行资源。
real_week4_offline,memory_limit,内存管理,lightweight_sql,6G,0M,"0, [1G,)",numeric,0.0,1.0,1.0,,9.0,0.6,0.84,0.6,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.638272,HIGH,UNKNOWN,"命中关键词: memory, mem",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_limit,内存管理,TPC-C,6G,0M,"0, [1G,)",numeric,0.0,1.0,1.0,,9.0,0.6,0.84,0.76,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.667072,HIGH,UNKNOWN,"命中关键词: memory, mem",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_limit,内存管理,TPC-H,6G,0M,"0, [1G,)",numeric,0.0,1.0,1.0,,9.0,0.6,0.84,0.88,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.688672,HIGH,UNKNOWN,"命中关键词: memory, mem",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_limit_percentage,内存管理,lightweight_sql,80,80,"[10, 95]",numeric,10.0,95.0,21.25,,9.0,0.6,0.84,0.6,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.638272,HIGH,UNKNOWN,"命中关键词: memory, mem",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_limit_percentage,内存管理,TPC-C,80,80,"[10, 95]",numeric,10.0,95.0,21.25,,9.0,0.6,0.84,0.76,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.667072,HIGH,UNKNOWN,"命中关键词: memory, mem",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,memory_limit_percentage,内存管理,TPC-H,80,80,"[10, 95]",numeric,10.0,95.0,21.25,,9.0,0.6,0.84,0.88,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.688672,HIGH,UNKNOWN,"命中关键词: memory, mem",内存水位、缓存和冻结行为会影响写入路径与大查询中间结果。
real_week4_offline,syslog_disk_size,磁盘IO,lightweight_sql,0M,0M,"[0, +∞)",numeric,0.0,1.0,1.0,,9.0,0.6,0.9,0.58,0.2356,1,0,1,0,7.17,139.228,178.12,239.711,0.646672,HIGH,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,syslog_disk_size,磁盘IO,TPC-C,0M,0M,"[0, +∞)",numeric,0.0,1.0,1.0,,9.0,0.6,0.9,0.9,0.2356,1,0,1,0,1.826,312.3,716.0,726.0,0.704272,HIGH,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,syslog_disk_size,磁盘IO,TPC-H,0M,0M,"[0, +∞)",numeric,0.0,1.0,1.0,,9.0,0.6,0.9,0.7,0.2356,1,0,1,0,6.5269,153.213,192.592,285.852,0.668272,HIGH,UNKNOWN,"命中关键词: disk, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_compression,磁盘IO,lightweight_sql,NONE,NONE,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.58,1.0,1,0,0,1,7.17,139.228,178.12,239.711,0.7184,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_compression,磁盘IO,TPC-C,NONE,NONE,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.9,1.0,1,0,0,1,1.826,312.3,716.0,726.0,0.776,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_compression,磁盘IO,TPC-H,NONE,NONE,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.7,1.0,1,0,0,1,6.5269,153.213,192.592,285.852,0.74,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_encryption,磁盘IO,lightweight_sql,NONE,NONE,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.58,1.0,1,0,0,0,7.17,139.228,178.12,239.711,0.6884,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_encryption,磁盘IO,TPC-C,NONE,NONE,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.9,1.0,1,0,0,0,1.826,312.3,716.0,726.0,0.746,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_encryption,磁盘IO,TPC-H,NONE,NONE,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.7,1.0,1,0,0,0,6.5269,153.213,192.592,285.852,0.71,LOW,YES,"命中关键词: io, log",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,audit_log_query_sql,SQL执行,lightweight_sql,ALL,ALL,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.78,0.62,1.0,1,0,0,1,7.17,139.228,178.12,239.711,0.7016,LOW,YES,"命中关键词: sql, query",SQL 审计、计划和长查询调度对复杂查询更敏感。
real_week4_offline,audit_log_query_sql,SQL执行,TPC-C,ALL,ALL,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.78,0.66,1.0,1,0,0,1,1.826,312.3,716.0,726.0,0.7088,LOW,YES,"命中关键词: sql, query",SQL 审计、计划和长查询调度对复杂查询更敏感。
real_week4_offline,audit_log_query_sql,SQL执行,TPC-H,ALL,ALL,UNKNOWN,numeric,0.0,100.0,25.0,,9.0,0.6,0.78,0.86,1.0,1,0,0,1,6.5269,153.213,192.592,285.852,0.7448,LOW,YES,"命中关键词: sql, query",SQL 审计、计划和长查询调度对复杂查询更敏感。
real_week4_offline,compaction_dag_cnt_limit,磁盘IO,lightweight_sql,50000,50000,"[10000,500000] in integer",numeric,10000.0,500000.0,122500.0,,9.0,0.6,0.9,0.58,1.0,1,0,1,0,7.17,139.228,178.12,239.711,0.7384,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_dag_cnt_limit,磁盘IO,TPC-C,50000,50000,"[10000,500000] in integer",numeric,10000.0,500000.0,122500.0,,9.0,0.6,0.9,0.9,1.0,1,0,1,0,1.826,312.3,716.0,726.0,0.796,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_dag_cnt_limit,磁盘IO,TPC-H,50000,50000,"[10000,500000] in integer",numeric,10000.0,500000.0,122500.0,,9.0,0.6,0.9,0.7,1.0,1,0,1,0,6.5269,153.213,192.592,285.852,0.76,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_high_thread_score,磁盘IO,lightweight_sql,0,0,"[0,100] in integer",numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.58,1.0,1,0,1,0,7.17,139.228,178.12,239.711,0.7384,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_high_thread_score,磁盘IO,TPC-C,0,0,"[0,100] in integer",numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.9,1.0,1,0,1,0,1.826,312.3,716.0,726.0,0.796,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_high_thread_score,磁盘IO,TPC-H,0,0,"[0,100] in integer",numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.7,1.0,1,0,1,0,6.5269,153.213,192.592,285.852,0.76,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_low_thread_score,磁盘IO,lightweight_sql,0,0,"[0,100] in integer",numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.58,1.0,1,0,1,0,7.17,139.228,178.12,239.711,0.7384,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_low_thread_score,磁盘IO,TPC-C,0,0,"[0,100] in integer",numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.9,1.0,1,0,1,0,1.826,312.3,716.0,726.0,0.796,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
real_week4_offline,compaction_low_thread_score,磁盘IO,TPC-H,0,0,"[0,100] in integer",numeric,0.0,100.0,25.0,,9.0,0.6,0.9,0.7,1.0,1,0,1,0,6.5269,153.213,192.592,285.852,0.76,LOW,YES,"命中关键词: io, compaction",日志写入、刷盘和 IO 隔离对写事务路径更敏感。
